id,country,year,project,treatment,site,elevation,latitude,longitude,gradient,plot_id,taxon,genus,species,date,individual_nr,plant_height_cm,wet_mass_total_g,leaf_thickness_ave_mm,leaf_area_total_cm2,leaf_thickness_1_mm,leaf_thickness_2_mm,leaf_thickness_3_mm,bulk,nr_leaves,number_leaves_scan,area_flag,dry_flag,wet_flag,comment,dry_mass_total_g,wet_mass_g,dry_mass_g,leaf_area_cm2,sla_cm2_g,ldmc
DDJ2802,PE,2018,TRUE,B,PIL,3686.9,-13.151584,-71.640511,1,2,Carex pichinchensis,Carex,pichinchensis,NA,2,52,0.416,0.289333333,19.876,0.282,0.311,0.275,NA,1,2,NA,NA,NA,NA,0.163,0.416,0.163,19.876,121.9386503,0.391826923
DDK4788,PE,2018,TRUE,B,PIL,3686.9,-13.151584,-71.640511,1,2,Bromus spblue,Bromus,spblue,NA,4,51,0.253,0.332,7.827,0.366,0.337,0.293,NA,1,4,NA,NA,NA,LEAF SPLIT,0.089,0.253,0.089,7.827,87.94382022,0.351778656
DDL2946,PE,2018,TRUE,B,PIL,3687,-13.151582,-71.640513,1,3,Calamagrostis sp2,Calamagrostis,sp2,2018-03-14T00:00:00Z,3,73,0.183,0.437333333,3.216,0.448,0.376,0.488,NA,1,3,NA,NA,NA,NA,0.066,0.183,0.066,3.216,48.72727273,0.360655738
DDM5359,PE,2018,TRUE,B,PIL,3686.9,-13.151584,-71.640511,1,2,Bromus spblue,Bromus,spblue,NA,3,69,0.257,0.402666667,10.58,0.408,0.402,0.398,NA,1,2,NA,NA,NA,NA,0.119,0.257,0.119,10.58,88.90756303,0.463035019
DDN3017,PE,2018,TRUE,B,PIL,3686.9,-13.151584,-71.640511,1,2,Bromus spblue,Bromus,spblue,NA,2,67,0.337,0.316,12.386,0.321,0.327,0.3,NA,1,3,NA,NA,NA,NA,0.147,0.337,0.147,12.386,84.2585034,0.43620178
DDP3316,PE,2018,TRUE,B,PIL,3687,-13.151582,-71.640513,1,3,Calamagrostis sp2,Calamagrostis,sp2,2018-03-14T00:00:00Z,4,43,0.117,0.373333333,2.281,0.336,0.313,0.471,NA,1,2,NA,NA,NA,NA,0.063,0.117,0.063,2.281,36.20634921,0.538461538
DDQ4121,PE,2018,TRUE,B,PIL,3686.9,-13.151584,-71.640511,1,2,Bromus spblue,Bromus,spblue,2018-03-14T00:00:00Z,4,73,0.328,0.303,8.8,0.285,0.315,0.309,NA,1,5,NA,NA,NA,NA,0.146,0.328,NA,8.8,NA,NA
DDR0752,PE,2018,TRUE,B,PIL,3687,-13.151582,-71.640513,1,3,Calamagrostis sp2,Calamagrostis,sp2,2018-03-14T00:00:00Z,5,51,0.095,0.331,2.513,0.332,0.361,0.3,NA,1,1,NA,NA,NA,NA,0.049,0.095,0.049,2.513,51.28571429,0.515789474
DDS3463,PE,2018,TRUE,B,PIL,3687,-13.151582,-71.640513,1,3,Bromus spblue,Bromus,spblue,NA,3,51,0.34,0.729666667,11.363,0.778,0.752,0.659,NA,1,2,NA,NA,NA,NA,0.163,0.34,0.163,11.363,69.71165644,0.479411765
DDT5878,PE,2018,TRUE,B,PIL,3687,-13.151582,-71.640513,1,3,Bromus spblue,Bromus,spblue,NA,1,57,0.278,0.435,10.286,0.44,0.434,0.431,NA,1,2,NA,NA,NA,NA,0.123,0.278,0.123,10.286,83.62601626,0.442446043
DDU3390,PE,2018,TRUE,B,PIL,3687,-13.151582,-71.640513,1,3,Bromus spblue,Bromus,spblue,NA,2,73,0.57,0.531333333,19.297,0.529,0.549,0.516,NA,1,2,NA,NA,NA,NA,0.239,0.57,0.239,19.297,80.74058577,0.419298246
DDW1224,PE,2018,TRUE,B,PIL,3687,-13.151582,-71.640513,1,3,Bromus spblue,Bromus,spblue,NA,5,61,0.55,1.014666667,14.626,1.075,0.998,0.971,NA,1,2,NA,NA,NA,NA,0.226,0.55,0.226,14.626,64.71681416,0.410909091
DDX1855,PE,2018,TRUE,C,ACJ,3489,-13.176134,-71.628834,1,3,Hypericum andinum,Hypericum,andinum,2018-03-15T00:00:00Z,4,40,0.011,0.114,0.703,0.114,NA,NA,bulk,20,22,NA,NA,NA,NA,0.007,5.5e-4,3.5e-4,0.03515,100.4285714,0.636363636
DDY0515,PE,2018,TRUE,B,PIL,3686.9,-13.151584,-71.640511,1,2,Bromus spblue,Bromus,spblue,NA,1,64,0.27,0.502333333,10.34,0.313,0.618,0.576,NA,1,2,NA,NA,NA,NA,0.117,0.27,0.117,10.34,88.37606838,0.433333333
DDZ1970,PE,2018,TRUE,C,ACJ,3489,-13.176134,-71.628834,1,3,Hypericum andinum,Hypericum,andinum,NA,3,40,0.015,0.134,0.894,0.134,NA,NA,bulk,20,15,NA,NA,NA,NA,0.009,7.5e-4,4.5e-4,0.0447,99.33333333,0.6
DEA6085,PE,2018,TRUE,C,ACJ,3489,-13.176134,-71.628834,1,3,Hypericum andinum,Hypericum,andinum,2018-03-15T00:00:00Z,1,40,0.014,0.125,0.965,0.125,NA,NA,bulk,20,18,NA,NA,NA,NA,0.008,7e-4,4e-4,0.04825,120.625,0.571428571
DEB2120,PE,2018,TRUE,C,ACJ,3489,-13.176134,-71.628834,1,3,Hypericum andinum,Hypericum,andinum,2018-03-15T00:00:00Z,2,50,0.015,0.133,1.021,0.133,NA,NA,bulk,20,19,NA,NA,NA,NA,0.012,7.5e-4,6e-4,0.05105,85.08333333,0.8
DED5654,PE,2018,TRUE,B,PIL,3687.4,-13.151576,-71.640552,1,4,Bromus spblue,Bromus,spblue,2018-03-14T00:00:00Z,2,42,0.332,0.427333333,10.41,0.427,0.425,0.43,NA,1,4,NA,NA,NA,IN B4 BAG,0.174,0.174,0.332,0.174,10.41,59.82758621
DEE3207,PE,2018,TRUE,B,PIL,3687.4,-13.151576,-71.640552,1,4,Bromus spblue,Bromus,spblue,NA,3,43,0.312,0.461666667,8.758,0.466,0.47,0.449,NA,1,2,NA,NA,NA,NA,0.106,0.312,0.106,8.758,82.62264151,0.33974359
DEF4913,PE,2018,TRUE,B,PIL,3687.4,-13.151576,-71.640552,1,4,Bromus spblue,Bromus,spblue,2018-03-14T00:00:00Z,4,45,0.221,0.446666667,7.226,0.458,0.457,0.425,NA,1,2,NA,NA,NA,NA,0.101,0.221,0.101,7.226,71.54455446,0.457013575
DEG8722,PE,2018,TRUE,B,PIL,3687,-13.151582,-71.640513,1,3,Calamagrostis sp2,Calamagrostis,sp2,2018-03-14T00:00:00Z,2,47,0.108,0.528333333,2.376,0.526,0.51,0.549,NA,1,2,NA,NA,NA,LEAF AREA WAS NOT CHECK,0.063,0.108,0.063,2.376,37.71428571,0.583333333
DEH6810,PE,2018,TRUE,B,PIL,3687.4,-13.151576,-71.640552,1,4,Bromus spblue,Bromus,spblue,2018-03-14T00:00:00Z,5,66,0.478,0.438666667,13.583,0.44,0.414,0.462,NA,1,2,NA,NA,NA,NA,0.213,0.478,0.213,13.583,63.76995305,0.445606695
DEI2409,PE,2018,TRUE,B,PIL,3687,-13.151582,-71.640513,1,3,Calamagrostis sp2,Calamagrostis,sp2,2018-03-14T00:00:00Z,1,44,0.089,0.432,2.14,0.443,0.437,0.416,NA,1,2,NA,NA,NA,NA,0.043,0.089,0.043,2.14,49.76744186,0.483146067
DEK3182,PE,2018,TRUE,C,ACJ,3489,-13.176134,-71.628834,1,3,Galium hypocarpium,Galium,hypocarpium,NA,3,23,0.01,0.076666667,1.236,0.095,0.109,0.026,bulk,19,40,NA,NA,NA,NA,0.003,5.26e-4,1.58e-4,0.065052632,412,0.3
DEL5380,PE,2018,TRUE,C,ACJ,3489,-13.176134,-71.628834,1,3,Galium hypocarpium,Galium,hypocarpium,NA,4,7,0.007,0.129,0.666,0.134,0.136,0.117,bulk,20,20,NA,NA,NA,NA,0.002,3.5e-4,1e-4,0.0333,333,0.285714286
DEM6957,PE,2018,TRUE,C,ACJ,3489,-13.176134,-71.628834,1,3,Hypericum andinum,Hypericum,andinum,NA,5,50,0.012,0.121,0.728,0.121,NA,NA,bulk,20,17,NA,NA,NA,NA,0.006,6e-4,3e-4,0.0364,121.3333333,0.5
DEN1593,PE,2018,TRUE,C,ACJ,3489,-13.176134,-71.628834,1,3,Galium hypocarpium,Galium,hypocarpium,NA,1,11,0.002,0.101,0.61,0.104,0.096,0.103,bulk,20,20,NA,NA,NA,NA,0.001,1e-4,5e-5,0.0305,610,0.5
DEO9268,PE,2018,TRUE,B,ACJ,3447.3,-13.169483,-71.634032,1,4,Halenia umbellata,Halenia,umbellata,2018-03-15T00:00:00Z,1,12,0.019,0.167666667,0.861,0.169,0.166,0.168,NA,1,1,NA,NA,NA,NA,0,0.019,NA,0.861,NA,NA
DEP1552,PE,2018,TRUE,C,ACJ,3489,-13.176134,-71.628834,1,3,Galium hypocarpium,Galium,hypocarpium,2018-03-15T00:00:00Z,2,20,0.004,0.054,1.162,0.086,0.042,0.034,bulk,20,42,NA,NA,NA,NA,0.001,2e-4,5e-5,0.0581,1162,0.25
DER8963,PE,2018,TRUE,C,PIL,3685.5,-13.15161,-71.640462,1,5,Carex sp2,Carex,sp2,2018-03-14T00:00:00Z,1,16,0.056,0.151666667,3.758,0.15,0.152,0.153,NA,1,2,NA,NA,NA,NA,0.023,0.056,0.023,3.758,163.3913043,0.410714286
DES2606,PE,2018,TRUE,C,ACJ,3489,-13.176134,-71.628834,1,3,Hieracium sp,Hieracium,sp,NA,2,16,0.064,0.375666667,2.827,0.282,0.409,0.436,NA,1,1,NA,NA,NA,NA,0.008,0.064,0.008,2.827,353.375,0.125
DET7999,PE,2018,TRUE,C,ACJ,3489,-13.176134,-71.628834,1,3,Melpomene moniliformis,Melpomene,moniliformis,2018-03-15T00:00:00Z,2,6,0.473,0.387333333,10.805,0.349,0.389,0.424,NA,1,2,NA,NA,NA,1 BIG LEAF + A SMALL PIECE/ LEAF AREA WAS NOT CHECK,0.183,0.473,NA,10.805,NA,NA
DEU0838,PE,2018,TRUE,C,ACJ,3489,-13.176134,-71.628834,1,3,Melpomene moniliformis,Melpomene,moniliformis,2018-03-15T00:00:00Z,4,30,0.382,0.393,8.394,0.372,0.437,0.37,NA,1,1,NA,NA,NA,NA,0.131,0.382,NA,8.394,NA,NA
DEV2806,PE,2018,TRUE,C,ACJ,3489,-13.176134,-71.628834,1,3,Melpomene moniliformis,Melpomene,moniliformis,NA,1,30,0.465,0.552,9.309,0.626,0.678,0.352,NA,1,2,NA,NA,NA,NA,0.215,0.465,NA,9.309,NA,NA
DEW7045,PE,2018,TRUE,C,ACJ,3489,-13.176134,-71.628834,1,3,Melpomene moniliformis,Melpomene,moniliformis,2018-03-15T00:00:00Z,3,16,0.527,0.813666667,8.611,0.784,0.904,0.753,NA,1,4,NA,NA,NA,CHECK ELEVATION,0.274,0.527,NA,8.611,NA,NA
DEY0961,PE,2018,TRUE,C,PIL,3669.6,-13.151803,-71.639885,1,1,Calamagrostis sp2,Calamagrostis,sp2,2018-03-14T00:00:00Z,1,62,0.137,0.359333333,3.331,0.397,0.333,0.348,NA,1,2,NA,NA,NA,NA,0.07,0.137,0.07,3.331,47.58571429,0.510948905
DEZ6759,PE,2018,TRUE,B,PIL,3687.4,-13.151576,-71.640552,1,4,Bromus spblue,Bromus,spblue,NA,1,72,0.667,0.543666667,16.131,0.499,0.552,0.58,NA,1,4,NA,NA,NA,NA,0.269,0.667,0.269,16.131,59.96654275,0.403298351
DFA7340,PE,2018,TRUE,C,PIL,3669.6,-13.151803,-71.639885,1,1,Calamagrostis sp2,Calamagrostis,sp2,2018-03-14T00:00:00Z,2,64,0.139,0.432,2.765,0.481,0.344,0.471,NA,1,2,NA,NA,NA,NA,0.078,0.139,0.078,2.765,35.44871795,0.561151079
DFB5854,PE,2018,TRUE,C,PIL,3669.6,-13.151803,-71.639885,1,1,Calamagrostis sp2,Calamagrostis,sp2,2018-03-14T00:00:00Z,5,63,0.176,0.413333333,3.492,0.402,0.429,0.409,NA,1,2,NA,NA,NA,NA,0.083,0.176,0.083,3.492,42.07228916,0.471590909
DFC2024,PE,2018,TRUE,C,PIL,3669.6,-13.151803,-71.639885,1,1,Calamagrostis sp2,Calamagrostis,sp2,NA,3,58,0.153,0.456666667,2.793,0.454,0.457,0.459,NA,1,2,NA,NA,NA,NA,0.073,0.153,0.073,2.793,38.26027397,0.477124183
DFD4823,PE,2018,TRUE,C,PIL,3669.6,-13.151803,-71.639885,1,1,Calamagrostis sp2,Calamagrostis,sp2,NA,4,62,0.198,0.481,3.453,0.481,0.563,0.399,NA,1,1,NA,NA,NA,NA,0.089,0.198,0.089,3.453,38.79775281,0.449494949
DFF4263,PE,2018,TRUE,B,ACJ,3447.7,-13.169548,-71.63403,1,5,Gaultheria glomerata,Gaultheria,glomerata,NA,3,11,0.2,0.500666667,4.706,0.488,0.521,0.493,NA,1,1,NA,NA,NA,NA,0.118,0.2,0.118,4.706,39.88135593,0.59
DFG0063,PE,2018,TRUE,B,ACJ,3447.7,-13.169548,-71.63403,1,5,Gaultheria glomerata,Gaultheria,glomerata,NA,2,12,0.119,0.479,3.323,0.477,0.48,0.48,NA,1,1,NA,NA,NA,NA,0.061,0.119,0.061,3.323,54.47540984,0.512605042
DFH1632,PE,2018,TRUE,B,PIL,3687,-13.151582,-71.640513,1,3,Agrostis sp2,Agrostis,sp2,NA,2,16,0.008,0.134,0.708,0.13,0.138,0.134,bulk,4,4,NA,NA,NA,NA,0.005,0.002,0.00125,0.177,141.6,0.625
DFI9072,PE,2018,TRUE,B,PIL,3686.9,-13.151584,-71.640511,1,2,Agrostis sp2,Agrostis,sp2,NA,1,8,0.011,0.141,0.738,0.187,0.128,0.108,bulk,3,3,NA,NA,NA,Small Agrostis,0.006,0.003666667,0.002,0.246,123,0.545454545
DFJ5441,PE,2018,TRUE,B,ACJ,3444.1,-13.169344,-71.634001,1,1,Gaultheria glomerata,Gaultheria,glomerata,NA,5,8,0.107,0.532,2.574,0.536,0.524,0.536,NA,1,1,NA,NA,NA,NA,0.049,0.107,0.049,2.574,52.53061224,0.457943925
DFK7337,PE,2018,TRUE,B,ACJ,3444.1,-13.169344,-71.634001,1,1,Gaultheria glomerata,Gaultheria,glomerata,NA,4,8,0.165,0.493,4.393,0.493,0.492,0.494,NA,1,1,NA,NA,NA,NA,0.086,0.165,0.086,4.393,51.08139535,0.521212121
DFM4109,PE,2018,TRUE,C,PIL,3669.6,-13.151803,-71.639885,1,1,Calamagrostis sp2,Calamagrostis,sp2,2018-03-14T00:00:00Z,4,70,0.167,0.435,2.882,0.404,0.426,0.475,NA,1,2,NA,NA,NA,NA,0.077,0.167,0.077,2.882,37.42857143,0.461077844
DFN2678,PE,2018,TRUE,C,PIL,3669.6,-13.151803,-71.639885,1,1,Bromus spblue,Bromus,spblue,2018-03-14T00:00:00Z,5,83,0.494,0.361333333,15.257,0.346,0.376,0.362,NA,1,5,NA,NA,NA,NA,0.225,0.494,0.225,15.257,67.80888889,0.455465587
DFO3811,PE,2018,TRUE,C,PIL,3669.6,-13.151803,-71.639885,1,1,Bromus spblue,Bromus,spblue,NA,1,71,0.385,0.247,12.131,0.256,0.239,0.246,NA,1,3,NA,NA,NA,NA,0.168,0.385,0.168,12.131,72.20833333,0.436363636
DFP8662,PE,2018,TRUE,C,PIL,3669.6,-13.151803,-71.639885,1,1,Bromus spblue,Bromus,spblue,2018-03-14T00:00:00Z,4,77,0.452,0.328,12.441,0.311,0.356,0.317,NA,1,5,NA,NA,NA,NA,0.156,0.452,0.156,12.441,79.75,0.345132743
DFQ5275,PE,2018,TRUE,C,PIL,3669.6,-13.151803,-71.639885,1,1,Bromus spblue,Bromus,spblue,NA,2,83,0.575,0.528333333,18.103,0.524,0.533,0.528,NA,1,3,NA,NA,NA,NA,0.27,0.575,0.27,18.103,67.04814815,0.469565217
DFR5777,PE,2018,TRUE,C,PIL,3669.6,-13.151803,-71.639885,1,1,Bromus spblue,Bromus,spblue,2018-03-14T00:00:00Z,3,80,0.634,0.413,16.256,0.428,0.417,0.394,NA,1,5,NA,NA,NA,NA,0.255,0.634,0.255,16.256,63.74901961,0.402208202
DFT8668,PE,2018,TRUE,B,ACJ,3444.1,-13.169344,-71.634001,1,1,Gaultheria glomerata,Gaultheria,glomerata,NA,3,7,0.158,0.488666667,4.081,0.485,0.496,0.485,NA,1,1,NA,NA,NA,NA,0.072,0.158,0.072,4.081,56.68055556,0.455696203
DFU8706,PE,2018,TRUE,B,ACJ,3444.1,-13.169344,-71.634001,1,1,Gaultheria glomerata,Gaultheria,glomerata,NA,2,10,0.224,0.481333333,5.317,0.5,0.473,0.471,NA,1,1,NA,NA,NA,NA,0.124,0.224,0.124,5.317,42.87903226,0.553571429
DFV9752,PE,2018,TRUE,B,ACJ,3444.1,-13.169344,-71.634001,1,1,Gaultheria glomerata,Gaultheria,glomerata,NA,1,27,0.261,0.489333333,6.662,0.504,0.501,0.463,NA,1,1,NA,NA,NA,NA,0.132,0.261,0.132,6.662,50.46969697,0.505747126
DFW4820,PE,2018,TRUE,B,ACJ,3444.1,-13.169344,-71.634001,1,1,Vaccinium floribundum,Vaccinium,floribundum,NA,3,20,0.131,0.48,3.439,0.489,0.464,0.487,bulk,10,10,NA,NA,NA,NA,0.061,0.0131,NA,0.3439,NA,NA
DFX1838,PE,2018,TRUE,B,ACJ,3444.1,-13.169344,-71.634001,1,1,Vaccinium floribundum,Vaccinium,floribundum,2018-03-15T00:00:00Z,5,40,0.09,0.354333333,2.648,0.389,0.347,0.327,bulk,10,10,NA,NA,NA,NA,0.042,0.009,NA,0.2648,NA,NA
DFY1723,PE,2018,TRUE,B,ACJ,3444.1,-13.169344,-71.634001,1,1,Vaccinium floribundum,Vaccinium,floribundum,NA,4,32,0.17,0.474333333,4.802,0.483,0.463,0.477,bulk,10,10,NA,NA,NA,NA,0.083,0.017,NA,0.4802,NA,NA
DGA5662,PE,2018,TRUE,B,ACJ,3444.1,-13.169344,-71.634001,1,1,Paspalum bonplandianum,Paspalum,bonplandianum,2018-03-15T00:00:00Z,5,19,0.1,0.175333333,6.406,0.116,0.169,0.241,NA,1,1,NA,NA,NA,NA,0.024,0.1,NA,6.406,NA,NA
DGB4062,PE,2018,TRUE,B,ACJ,3444.1,-13.169344,-71.634001,1,1,Paspalum bonplandianum,Paspalum,bonplandianum,2018-03-15T00:00:00Z,2,6,0.045,0.152333333,3.067,0.184,0.147,0.126,NA,1,1,NA,NA,NA,NA,0.01,0.045,NA,3.067,NA,NA
DGC7639,PE,2018,TRUE,B,ACJ,3444.1,-13.169344,-71.634001,1,1,Vaccinium floribundum,Vaccinium,floribundum,2018-03-15T00:00:00Z,1,24,0.215,0.529333333,5.407,0.502,0.528,0.558,bulk,10,10,NA,NA,NA,NA,0.095,0.0215,NA,0.5407,NA,NA
DGD0427,PE,2018,TRUE,B,ACJ,3444.1,-13.169344,-71.634001,1,1,Paspalum bonplandianum,Paspalum,bonplandianum,2018-03-15T00:00:00Z,3,7,0.021,0.107333333,1.815,0.099,0.107,0.116,NA,1,1,NA,NA,NA,NA,0.007,0.021,NA,1.815,NA,NA
DGE6927,PE,2018,TRUE,B,ACJ,3444.1,-13.169344,-71.634001,1,1,Vaccinium floribundum,Vaccinium,floribundum,2018-03-15T00:00:00Z,2,20,0.176,0.568,3.979,0.561,0.611,0.532,bulk,10,10,NA,NA,NA,NA,0.092,0.0176,NA,0.3979,NA,NA
DGF0419,PE,2018,TRUE,B,ACJ,3444.1,-13.169344,-71.634001,1,1,Paspalum bonplandianum,Paspalum,bonplandianum,2018-03-15T00:00:00Z,4,13,0.07,0.167,5.244,0.2,0.167,0.134,NA,1,1,NA,NA,NA,NA,0.02,0.07,NA,5.244,NA,NA
DGH3416,PE,2018,TRUE,B,ACJ,3444.1,-13.169344,-71.634001,1,1,Paspalum bonplandianum,Paspalum,bonplandianum,2018-03-15T00:00:00Z,1,7,0.04,0.136,3.083,0.117,0.131,0.16,NA,1,1,NA,NA,NA,NA,0.008,0.04,NA,3.083,NA,NA
DGI7505,PE,2018,TRUE,B,ACJ,3447.3,-13.169483,-71.634032,1,4,Gaultheria glomerata,Gaultheria,glomerata,2018-03-15T00:00:00Z,4,4,0.157,0.606,3.261,0.584,0.606,0.628,NA,1,1,NA,NA,NA,NA,0.074,0.157,0.074,3.261,44.06756757,0.47133758
DGJ6753,PE,2018,TRUE,B,ACJ,3447.3,-13.169483,-71.634032,1,4,Gaultheria glomerata,Gaultheria,glomerata,2018-03-15T00:00:00Z,3,8,0.122,0.477333333,3.205,0.489,0.452,0.491,NA,1,2,NA,NA,NA,NA,0.061,0.122,0.061,3.205,52.54098361,0.5
DGK3172,PE,2018,TRUE,B,ACJ,3447.3,-13.169483,-71.634032,1,4,Gaultheria glomerata,Gaultheria,glomerata,2018-03-15T00:00:00Z,1,18,0.148,0.468,4.316,0.454,0.486,0.464,NA,1,1,NA,NA,NA,NA,0.067,0.148,0.067,4.316,64.41791045,0.452702703
DGL1901,PE,2018,TRUE,B,ACJ,3447.3,-13.169483,-71.634032,1,4,Gaultheria glomerata,Gaultheria,glomerata,2018-03-15T00:00:00Z,2,7,0.149,0.626666667,2.859,0.647,0.631,0.602,NA,1,1,NA,NA,NA,NA,0.089,0.149,0.089,2.859,32.12359551,0.597315436
DGM6934,PE,2018,TRUE,B,ACJ,3447.3,-13.169483,-71.634032,1,4,Brachyotum sp,Brachyotum,sp,2018-03-15T00:00:00Z,2,70,0.016,0.350666667,0.509,0.301,0.363,0.388,NA,1,1,NA,NA,NA,NA,0.013,0.016,0.013,0.509,39.15384615,0.8125
DGO9977,PE,2018,TRUE,B,PIL,3687,-13.151582,-71.640513,1,3,Carex tristicha,Carex,tristicha,NA,4,6,0.012,0.200666667,1.05,0.191,0.205,0.206,NA,1,1,NA,NA,NA,NA,0.009,0.012,0.009,1.05,116.6666667,0.75
DGP6564,PE,2018,TRUE,B,PIL,3687,-13.151582,-71.640513,1,3,Carex pichinchensis,Carex,pichinchensis,NA,3,32,0.193,0.257,NA,0.29,0.264,0.217,NA,1,NA,NA,NA,NA,NA,0.096,NA,NA,NA,NA,NA
DGQ6761,PE,2018,TRUE,B,PIL,3687,-13.151582,-71.640513,1,3,Carex tristicha,Carex,tristicha,NA,5,6,0.019,0.160333333,1.266,0.146,0.164,0.171,NA,1,1,NA,NA,NA,NA,0.008,0.019,0.008,1.266,158.25,0.421052632
DGR4520,PE,2018,TRUE,B,PIL,3687,-13.151582,-71.640513,1,3,Carex pichinchensis,Carex,pichinchensis,2018-03-14T00:00:00Z,4,27,0.101,0.281,4.929,0.306,0.24,0.297,NA,1,2,NA,NA,NA,NA,0.05,0.101,0.05,4.929,98.58,0.495049505
DGS1978,PE,2018,TRUE,B,PIL,3687,-13.151582,-71.640513,1,3,Carex tristicha,Carex,tristicha,NA,1,6,0.02,0.180666667,1.323,0.166,0.191,0.185,NA,1,1,NA,NA,NA,NA,0.01,0.02,0.01,1.323,132.3,0.5
DGT8067,PE,2018,TRUE,B,PIL,3687,-13.151582,-71.640513,1,3,Carex pichinchensis,Carex,pichinchensis,2018-03-14T00:00:00Z,5,71,0.356,0.225333333,18.594,0.227,0.223,0.226,bulk,3,3,NA,NA,NA,NA,0.188,0.118666667,0.062666667,6.198,98.90425532,0.528089888
DGV6794,PE,2018,TRUE,B,ACJ,3444.1,-13.169344,-71.634001,1,1,Miconia rotundifolia,Miconia,rotundifolia,NA,2,3,0.052,0.377333333,1.519,0.402,0.39,0.34,NA,1,1,NA,NA,NA,NA,0.014,0.052,0.014,1.519,108.5,0.269230769
DGW6179,PE,2018,TRUE,B,PIL,3687,-13.151582,-71.640513,1,3,Carex pichinchensis,Carex,pichinchensis,2018-03-14T00:00:00Z,2,52,0.429,0.278666667,24.23,0.302,0.308,0.226,NA,1,2,NA,NA,NA,NA,0.174,0.429,0.174,24.23,139.2528736,0.405594406
DGX5618,PE,2018,TRUE,B,PIL,3687,-13.151582,-71.640513,1,3,Carex tristicha,Carex,tristicha,NA,3,6,0.019,0.176333333,1.262,0.17,0.189,0.17,NA,1,1,NA,NA,NA,NA,0.007,0.019,0.007,1.262,180.2857143,0.368421053
DGY8804,PE,2018,TRUE,B,PIL,3687,-13.151582,-71.640513,1,3,Carex pichinchensis,Carex,pichinchensis,2018-03-14T00:00:00Z,1,51,0.319,0.206333333,12.504,0.227,0.19,0.202,NA,1,2,NA,NA,NA,NA,0.165,0.319,0.165,12.504,75.78181818,0.517241379
DGZ1632,PE,2018,TRUE,B,ACJ,3444.1,-13.169344,-71.634001,1,1,Miconia rotundifolia,Miconia,rotundifolia,NA,4,8,0.118,0.45,3.474,0.476,0.458,0.416,NA,1,1,NA,NA,NA,NA,0.033,0.118,0.033,3.474,105.2727273,0.279661017
DHA0099,PE,2018,TRUE,B,ACJ,3444.1,-13.169344,-71.634001,1,1,Miconia rotundifolia,Miconia,rotundifolia,NA,5,3,0.09,0.414,2.565,0.377,0.427,0.438,NA,1,1,NA,NA,NA,NA,0.029,0.09,0.029,2.565,88.44827586,0.322222222
DHC5519,PE,2018,TRUE,C,PIL,3669.6,-13.151803,-71.639885,1,1,Agrostis sp2,Agrostis,sp2,NA,3,16,0.021,0.102,0.999,0.1,0.074,0.132,bulk,2,2,NA,NA,NA,large Agrostis,0.006,0.0105,0.003,0.4995,166.5,0.285714286
DHD7669,PE,2018,TRUE,C,PIL,3669.6,-13.151803,-71.639885,1,1,Agrostis sp2,Agrostis,sp2,NA,1,20,0.01,0.132,0.488,0.135,0.133,0.128,NA,1,1,NA,NA,NA,large Agrostis,0.003,0.01,0.003,0.488,162.6666667,0.3
DHE2134,PE,2018,TRUE,C,PIL,3669.6,-13.151803,-71.639885,1,1,Agrostis sp2,Agrostis,sp2,NA,4,14,0.016,0.076,0.823,0.083,0.078,0.067,bulk,2,3,NA,NA,NA,large Agrostis,0.006,0.008,0.003,0.4115,137.1666667,0.375
DHF0578,PE,2018,TRUE,C,PIL,3669.6,-13.151803,-71.639885,1,1,Agrostis sp2,Agrostis,sp2,NA,2,13,0.017,0.079666667,0.761,0.074,0.081,0.084,bulk,2,2,NA,NA,NA,large Agrostis,0.006,0.0085,0.003,0.3805,126.8333333,0.352941176
DHG7383,PE,2018,TRUE,C,PIL,3669.6,-13.151803,-71.639885,1,1,Agrostis sp2,Agrostis,sp2,2018-03-14T00:00:00Z,5,14,0.022,0.097333333,1.045,0.09,0.109,0.093,bulk,2,3,NA,NA,NA,LARGE Agrostis,0.008,0.011,0.004,0.5225,130.625,0.363636364
DHH3192,PE,2018,TRUE,B,ACJ,3444.1,-13.169344,-71.634001,1,1,Miconia rotundifolia,Miconia,rotundifolia,NA,1,2,0.031,0.319333333,1.132,0.326,0.315,0.317,NA,1,1,NA,NA,NA,NA,0.009,0.031,0.009,1.132,125.7777778,0.290322581
DHJ5121,PE,2018,TRUE,C,PIL,3683.5,-13.151633,-71.640395,1,4,Luzula racemosa,Luzula,racemosa,NA,4,21,0.109,0.209333333,6.335,0.208,0.211,0.209,NA,1,4,NA,NA,NA,NA,0.051,0.109,0.051,6.335,124.2156863,0.467889908
DHK8130,PE,2018,TRUE,C,PIL,3671.2,-13.151791,-71.639945,1,2,Rhynchospora sp,Rhynchospora,sp,2018-03-14T00:00:00Z,3,55,0.303,0.273333333,10.794,0.271,0.273,0.276,NA,1,2,NA,NA,NA,NA,0.146,0.303,0.146,10.794,73.93150685,0.481848185
DHL9114,PE,2018,TRUE,C,ACJ,3489,-13.176134,-71.628834,1,3,Hieracium sp,Hieracium,sp,2018-03-15T00:00:00Z,1,16,0.14,0.197333333,4.806,0.211,0.199,0.182,NA,1,1,NA,NA,NA,NA,0.015,0.14,0.015,4.806,320.4,0.107142857
